danceability,energy,valence,tempo,acousticness,instrumentalness,loudness,speechiness,liveness,track_name,artists,track_genre,cluster,segment_name
0.612,0.495,0.433,154.03,0.726,0.0,-6.699,0.0383,0.125,Kali Kali Zulfon Ke,Madhur Sharma,pop,0,Mellow Acoustic & Romance
0.787,0.603,0.743,106.984,0.435,0.0,-4.781,0.034,0.101,"Srivalli (From ""Pushpa The Rise Part - 01"")",Javed Ali;Devi Sri Prasad,pop,4,Feel Good Dance & Urban
0.708,0.672,0.399,93.886,0.322,0.0,-7.493,0.0582,0.135,Sheesha,Karan Aujla,pop,4,Feel Good Dance & Urban
0.791,0.687,0.513,130.154,0.00665,2.12e-06,-6.279,0.104,0.0986,Gangsta,Karan Aujla;YG,pop,4,Feel Good Dance & Urban
0.486,0.494,0.414,179.975,0.715,0.0,-8.56,0.0324,0.109,Chidiya,Vilen,pop,0,Mellow Acoustic & Romance
0.684,0.771,0.539,119.982,0.548,0.0,-5.353,0.0307,0.112,Tera Hone Laga Hoon,Atif Aslam;Alisha Chinai;Pritam,pop,4,Feel Good Dance & Urban
0.706,0.527,0.144,103.008,0.139,0.000169,-8.706,0.0269,0.112,Thoda Thoda Pyaar,Stebin Ben;Nilesh Ahuja;Kumaar,pop,0,Mellow Acoustic & Romance
0.445,0.28,0.299,104.743,0.819,1.29e-05,-12.668,0.0275,0.111,Aziyat 2.0 - Reprise Version,Pratsofficial,pop,0,Mellow Acoustic & Romance
0.619,0.429,0.545,90.058,0.738,1.35e-05,-7.867,0.028,0.136,Saibo,Sachin-Jigar;Shreya Ghoshal;Tochi Raina,pop,0,Mellow Acoustic & Romance
0.324,0.539,0.486,120.526,0.713,3.15e-05,-8.076,0.038,0.118,"Mere Yaaraa (From ""Sooryavanshi"")",Arijit Singh;Neeti Mohan;Rashmi Virag,pop,0,Mellow Acoustic & Romance
0.745,0.432,0.693,104.018,0.629,0.0,-8.092,0.0406,0.351,Meri Jaan,Neeti Mohan;Sanjay Leela Bhansali,pop,0,Mellow Acoustic & Romance
0.605,0.53,0.397,93.95,0.821,0.0,-6.346,0.0246,0.131,Tera Ban Jaunga,Akhil Sachdeva;Tulsi Kumar,pop,0,Mellow Acoustic & Romance
0.577,0.812,0.758,160.1,0.158,0.0,-4.801,0.0535,0.25,O'Meri Laila,Atif Aslam;Jyotica Tangri,pop,5,High Energy Rock & Metal
0.794,0.719,0.69,90.016,0.0119,0.0,-7.227,0.0761,0.276,Pink Venom,BLACKPINK,pop,4,Feel Good Dance & Urban
0.814,0.786,0.797,93.025,0.069,0.0,-5.178,0.232,0.0976,Never Fold (feat. Sunny Malton),Sidhu Moose Wala;Sunny Malton,pop,4,Feel Good Dance & Urban
0.632,0.773,0.474,130.033,0.0623,0.0,-4.856,0.0346,0.0885,You Belong With Me (Taylor’s Version),Taylor Swift,pop,5,High Energy Rock & Metal
0.359,0.543,0.453,68.505,0.492,1.57e-05,-7.582,0.0915,0.118,Lover,Taylor Swift,pop,0,Mellow Acoustic & Romance
0.718,0.382,0.499,87.029,0.585,0.0,-8.237,0.0466,0.128,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",Rochak Kohli;Arijit Singh;Neha Kakkar,pop,0,Mellow Acoustic & Romance
0.701,0.638,0.813,177.867,0.492,0.0,-3.711,0.302,0.153,"Mere Liye Tum Kaafi Ho (From ""Shubh Mangal Zyada Saavdhan"")",Ayushmann Khurrana;Tanishk-Vayu,pop,4,Feel Good Dance & Urban
0.632,0.773,0.474,130.033,0.0623,0.0,-4.856,0.0346,0.0885,You Belong With Me (Taylor’s Version),Taylor Swift,pop,5,High Energy Rock & Metal
0.392,0.579,0.549,80.961,0.835,0.00179,-9.195,0.164,0.145,willow,Taylor Swift,pop,0,Mellow Acoustic & Romance
0.623,0.655,0.749,99.739,0.304,0.0,-9.998,0.203,0.18,Chola Chola,Sathyaprakash;VM Mahalingam;Nakul Abhyankar,pop,4,Feel Good Dance & Urban
0.612,0.58,0.534,130.045,0.525,0.000414,-8.572,0.0419,0.26,cardigan,Taylor Swift,pop,0,Mellow Acoustic & Romance
0.502,0.425,0.72,180.2,0.664,0.0,-12.018,0.0413,0.364,"Kaanunna Kalyanam (From ""Sita Ramam (Telugu)"")",Vishal Chandrashekhar;Anurag Kulkarni;Sinduri Vishal,pop,0,Mellow Acoustic & Romance
0.72,0.692,0.52,110.011,0.291,0.0,-6.354,0.0894,0.177,"Kanja Poovu Kannala (From ""Viruman"")",Yuvan Shankar Raja;Sid Sriram,pop,4,Feel Good Dance & Urban
0.801,0.806,0.802,106.999,0.382,0.000669,-5.206,0.0381,0.114,Calm Down (with Selena Gomez),Rema;Selena Gomez,pop,4,Feel Good Dance & Urban
0.323,0.737,0.155,113.26,0.142,0.000162,-4.008,0.0338,0.163,I Was Never There,The Weeknd;Gesaffelstein,pop,5,High Energy Rock & Metal
0.44,0.317,0.268,169.914,0.891,4.78e-06,-9.258,0.0531,0.141,Glimpse of Us,Joji,pop,0,Mellow Acoustic & Romance
0.811,0.655,0.925,117.979,0.0947,1.63e-06,-7.118,0.0353,0.068,Dil Nu,AP Dhillon;Shinda Kahlon,pop,4,Feel Good Dance & Urban
0.761,0.554,0.555,92.52,0.193,0.00844,-8.119,0.0854,0.0802,Wo Noor,AP Dhillon,pop,4,Feel Good Dance & Urban
0.723,0.456,0.0383,101.139,0.137,2.95e-05,-7.679,0.0359,0.081,All Night (Live),AP Dhillon;Shinda Kahlon,pop,0,Mellow Acoustic & Romance
0.826,0.553,0.4,140.037,0.163,4.12e-05,-10.121,0.234,0.135,MONEY,LISA,pop,4,Feel Good Dance & Urban
0.748,0.472,0.364,149.97,0.596,1.1e-05,-9.266,0.125,0.102,Ektarfa,King,pop,0,Mellow Acoustic & Romance
0.481,0.392,0.257,91.796,0.478,0.0,-8.2,0.0246,0.122,Jaan 'Nisaar (Arijit),Arijit Singh,pop,0,Mellow Acoustic & Romance
0.651,0.567,0.138,108.953,0.0934,0.00991,-5.941,0.0317,0.124,After Hours,The Weeknd,pop,5,High Energy Rock & Metal
0.629,0.763,0.809,93.023,0.244,0.0,-4.279,0.0453,0.312,Out of Time,The Weeknd,pop,4,Feel Good Dance & Urban
0.742,0.882,0.463,102.04,0.0466,0.0,-2.862,0.117,0.206,No Lie,Sean Paul;Dua Lipa,pop,4,Feel Good Dance & Urban
0.827,0.587,0.774,119.936,0.203,0.0,-5.531,0.113,0.0727,Lover,Diljit Dosanjh,pop,4,Feel Good Dance & Urban
0.676,0.588,0.484,186.012,0.137,8.47e-06,-7.025,0.275,0.137,Starboy,The Weeknd;Daft Punk,pop,5,High Energy Rock & Metal
0.629,0.763,0.809,93.023,0.244,0.0,-4.279,0.0453,0.312,Out of Time,The Weeknd,pop,4,Feel Good Dance & Urban
0.51,0.502,0.321,133.885,0.71,0.0,-7.016,0.0325,0.0708,Pal,Javed-Mohsin;Arijit Singh;Shreya Ghoshal,pop,0,Mellow Acoustic & Romance
0.382,0.632,0.716,78.936,0.391,0.000486,-6.393,0.0411,0.0922,Khuda Jaane,Vishal-Shekhar;KK;Shilpa Rao,pop,4,Feel Good Dance & Urban
0.37,0.467,0.162,137.796,0.442,0.0,-6.973,0.0411,0.109,Kaise Hua,Vishal Mishra,pop,0,Mellow Acoustic & Romance
0.601,0.741,0.441,153.96,0.185,2.91e-05,-5.569,0.0478,0.415,Ghost,Justin Bieber,pop,5,High Energy Rock & Metal
0.676,0.588,0.484,186.012,0.137,8.47e-06,-7.025,0.275,0.137,Starboy,The Weeknd;Daft Punk,pop,5,High Energy Rock & Metal
0.524,0.515,0.368,169.882,0.674,0.0,-7.478,0.0427,0.104,Manjha,Vishal Mishra,pop,0,Mellow Acoustic & Romance
0.826,0.581,0.787,92.434,0.518,2.49e-06,-6.425,0.21,0.0703,Schedule,Tegi Pannu;Manni Sandhu,pop,4,Feel Good Dance & Urban
0.427,0.396,0.306,70.368,0.736,0.0,-7.556,0.0366,0.11,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",Arijit Singh;Mithoon,pop,0,Mellow Acoustic & Romance
0.594,0.625,0.517,96.706,0.00521,0.0,-9.081,0.256,0.481,OG,Prem Dhillon,pop,3,Live & World Music
0.695,0.884,0.914,103.014,0.0561,0.0,-2.278,0.0753,0.213,Levitating,Dua Lipa,pop,4,Feel Good Dance & Urban
0.565,0.551,0.125,112.98,0.0845,0.0,-7.007,0.0687,0.139,The Hills,The Weeknd,pop,5,High Energy Rock & Metal
0.799,0.44,0.43,90.006,0.559,0.0,-7.422,0.061,0.105,Parshawan,Harnoor,pop,0,Mellow Acoustic & Romance
0.773,0.82,0.555,92.996,0.394,0.0,-5.897,0.115,0.0739,I Feel It Coming,The Weeknd;Daft Punk,pop,4,Feel Good Dance & Urban
0.717,0.471,0.426,110.026,0.792,1.24e-06,-7.971,0.0348,0.327,Tu / You,Armaan Malik,pop,0,Mellow Acoustic & Romance
0.747,0.739,0.523,120.996,0.0106,2.22e-05,-6.008,0.0487,0.101,Take My Breath - Single Version,The Weeknd,pop,4,Feel Good Dance & Urban
0.656,0.551,0.329,114.106,0.721,1.26e-06,-6.43,0.0299,0.0947,Asal Mein,Darshan Raval,pop,0,Mellow Acoustic & Romance
0.563,0.495,0.244,125.998,0.781,0.0,-10.272,0.0362,0.0837,"Rait Zara Si (From ""Atrangi Re"")",A.R. Rahman;Arijit Singh;Shashaa Tirupati,pop,0,Mellow Acoustic & Romance
0.512,0.796,0.344,171.014,0.00147,0.000209,-4.075,0.0645,0.0938,Blinding Lights,The Weeknd,pop,5,High Energy Rock & Metal
0.69,0.683,0.549,160.088,0.076,0.000113,-7.186,0.0968,0.134,SPACESHIP,AP Dhillon;Shinda Kahlon;Gminxr,pop,4,Feel Good Dance & Urban
0.646,0.795,0.796,89.99,0.0319,0.0,-3.293,0.0976,0.267,Stereo Hearts (feat. Adam Levine),Gym Class Heroes;Adam Levine,pop,4,Feel Good Dance & Urban
0.512,0.796,0.344,171.014,0.00147,0.000209,-4.075,0.0645,0.0938,Blinding Lights,The Weeknd,pop,5,High Energy Rock & Metal
0.512,0.796,0.344,171.014,0.00147,0.000209,-4.075,0.0645,0.0938,Blinding Lights,The Weeknd,pop,5,High Energy Rock & Metal
0.76,0.703,0.57,95.997,0.103,0.0,-5.412,0.054,0.0913,Blank Space,Taylor Swift,pop,4,Feel Good Dance & Urban
0.512,0.796,0.344,171.014,0.00147,0.000209,-4.075,0.0645,0.0938,Blinding Lights,The Weeknd,pop,5,High Energy Rock & Metal
0.773,0.82,0.555,92.996,0.394,0.0,-5.897,0.115,0.0739,I Feel It Coming,The Weeknd;Daft Punk,pop,4,Feel Good Dance & Urban
0.758,0.57,0.567,126.966,0.00374,2.47e-06,-8.645,0.0462,0.184,Barbaadiyan,Sachet Tandon;Nikhita Gandhi;Madhubanti Bagchi;Sachin-Jigar,pop,4,Feel Good Dance & Urban
0.636,0.647,0.44,105.914,0.422,0.0,-6.97,0.0436,0.251,Gulabi Aankhen,Sanam,pop,4,Feel Good Dance & Urban
0.401,0.553,0.364,79.144,0.47,2.96e-06,-8.263,0.0337,0.124,Humnava Mere,Jubin Nautiyal;Rocky - Shiv,pop,0,Mellow Acoustic & Romance
0.762,0.861,0.955,120.048,0.0185,0.0,-3.296,0.0955,0.264,Bad Decisions (with BTS & Snoop Dogg),benny blanco;BTS;Snoop Dogg,pop,4,Feel Good Dance & Urban
0.648,0.711,0.33,119.935,0.436,0.0,-6.216,0.0304,0.121,Namo Namo,Amit Trivedi,pop,4,Feel Good Dance & Urban
0.385,0.464,0.15,137.839,0.452,0.0,-6.975,0.0404,0.109,"Kaise Hua (From ""Kabir Singh"")",Vishal Mishra,pop,0,Mellow Acoustic & Romance
0.615,0.623,0.266,92.937,0.0893,0.0,-6.724,0.0867,0.205,Nah They Can’t,Prem Dhillon,pop,5,High Energy Rock & Metal
0.605,0.371,0.496,149.566,0.396,0.0,-10.487,0.0431,0.147,Let Me Down Slowly / Mai Dhoondhne Ko Zamaney / Kabhi Jo Badal Barsey (Medley),ShaSings;Xtreeemit,pop,0,Mellow Acoustic & Romance
0.815,0.761,0.82,121.999,0.192,0.0,-7.162,0.144,0.0272,Param Sundari,A.R. Rahman;Shreya Ghoshal,pop,4,Feel Good Dance & Urban
0.636,0.425,0.548,170.013,0.591,0.0,-11.722,0.0453,0.0908,"Oh Sita Hey Rama (From ""Sita Ramam (Telugu)"")",Vishal Chandrashekhar;S.P. Charan;Ramya Behra,pop,0,Mellow Acoustic & Romance
0.461,0.593,0.175,134.17,0.17,0.0,-4.954,0.0356,0.307,Call Out My Name,The Weeknd,pop,5,High Energy Rock & Metal
0.581,0.557,0.333,140.047,0.671,0.0,-7.557,0.0466,0.107,Ik Lamha,Azaan Sami Khan,pop,0,Mellow Acoustic & Romance
0.586,0.532,0.494,99.994,0.779,0.000565,-8.837,0.0328,0.124,O Re Piya,Salim–Sulaiman;Rahat Fateh Ali Khan;Jaideep Sahni,pop,0,Mellow Acoustic & Romance
0.578,0.537,0.25,83.909,0.162,0.0,-8.676,0.0832,0.076,Strawberries & Cigarettes,Troye Sivan,pop,0,Mellow Acoustic & Romance
0.528,0.449,0.317,94.058,0.785,0.0,-6.25,0.025,0.122,Tum Hi Ho,Arijit Singh,pop,0,Mellow Acoustic & Romance
0.824,0.764,0.881,107.998,0.0888,0.00294,-4.175,0.0854,0.117,Woman,Doja Cat,pop,4,Feel Good Dance & Urban
0.737,0.802,0.682,144.015,0.468,0.0,-4.771,0.0878,0.0931,positions,Ariana Grande,pop,4,Feel Good Dance & Urban
0.622,0.779,0.761,100.013,0.102,0.000934,-5.799,0.037,0.145,Dildaara (Stand By Me),Shafqat Amanat Ali,pop,4,Feel Good Dance & Urban
0.548,0.816,0.557,95.39,0.122,0.0,-4.209,0.0465,0.335,Watermelon Sugar,Harry Styles,pop,4,Feel Good Dance & Urban
0.417,0.433,0.207,169.92,0.0726,0.0,-8.958,0.0415,0.123,Qaafirana,Arijit Singh;Nikhita Gandhi,pop,5,High Energy Rock & Metal
0.761,0.525,0.531,80.87,0.44,6.7e-06,-6.9,0.0944,0.0921,Heat Waves,Glass Animals,pop,4,Feel Good Dance & Urban
0.296,0.581,0.231,147.935,0.433,0.0,-5.945,0.0338,0.0577,Hasi - Male Version,Ami Mishra,pop,5,High Energy Rock & Metal
0.717,0.416,0.381,100.026,0.635,1.43e-06,-9.875,0.0303,0.0976,Enna Sona,A.R. Rahman;Arijit Singh,pop,0,Mellow Acoustic & Romance
0.259,0.437,0.0951,180.042,0.102,1.32e-06,-6.589,0.0386,0.106,Dusk Till Dawn (feat. Sia) - Radio Edit,ZAYN;Sia,pop,5,High Energy Rock & Metal
0.695,0.727,0.864,118.034,0.0744,0.000175,-6.274,0.0323,0.533,"Ghungroo (From ""War"")",Vishal-Shekhar;Arijit Singh;Shilpa Rao;Kumaar,pop,4,Feel Good Dance & Urban
0.679,0.537,0.481,111.979,0.844,3.34e-06,-7.843,0.0322,0.108,Pehli Dafa,Atif Aslam;Shiraz Uppal,pop,0,Mellow Acoustic & Romance
0.759,0.54,0.75,116.947,0.037,0.0,-6.039,0.0287,0.0945,Señorita,Shawn Mendes;Camila Cabello,pop,4,Feel Good Dance & Urban
0.691,0.614,0.061,77.489,0.027,0.106,-8.991,0.0534,0.158,Final Thoughts,AP Dhillon;Shinda Kahlon;Gminxr,pop,4,Feel Good Dance & Urban
0.481,0.496,0.453,89.839,0.588,0.0,-7.421,0.0262,0.132,O Saathi,Atif Aslam;Arko,pop,0,Mellow Acoustic & Romance
0.505,0.667,0.516,151.728,0.597,0.0,-5.797,0.0323,0.213,Soch Na Sake,Amaal Mallik;Arijit Singh;Tulsi Kumar,pop,5,High Energy Rock & Metal
0.786,0.727,0.697,93.97,0.0818,0.0,-5.028,0.051,0.0824,"Najaa (From ""Sooryavanshi"")",Tanishk Bagchi;Pav Dharia;Nikhita Gandhi,pop,4,Feel Good Dance & Urban
0.703,0.609,0.696,89.929,0.111,0.0,-7.3,0.0444,0.0515,Nira Ishq,Guri,pop,4,Feel Good Dance & Urban
0.456,0.668,0.263,144.062,0.604,0.000145,-7.795,0.0373,0.141,Sun Saathiya,Priya Saraiya;Divya Kumar,pop,0,Mellow Acoustic & Romance
0.817,0.682,0.605,90.039,0.245,1.84e-06,-5.376,0.214,0.0631,Ainak,Gulab Sidhu;Sukh Lotey,pop,4,Feel Good Dance & Urban
0.704,0.797,0.825,139.994,0.0826,0.000745,-5.927,0.0475,0.0546,I Ain't Worried,OneRepublic,pop,4,Feel Good Dance & Urban
0.352,0.34,0.314,179.865,0.898,3.3e-06,-10.002,0.0357,0.0936,Baarishon Mein,Darshan Raval,pop,0,Mellow Acoustic & Romance
0.69,0.575,0.509,87.967,0.345,0.0,-5.763,0.124,0.309,"Nain Ta Heere (From ""Jugjugg Jeeyo"")",Guru Randhawa;Asees Kaur,pop,4,Feel Good Dance & Urban
0.826,0.712,0.49,93.029,0.095,0.0,-5.219,0.0727,0.105,Ik Tera,Maninder Buttar,pop,4,Feel Good Dance & Urban
0.7,0.343,0.488,137.864,0.767,0.0,-10.474,0.0308,0.0789,Jashn-E-Bahaaraa,A.R. Rahman;Javed Ali,pop,0,Mellow Acoustic & Romance
0.742,0.911,0.78,101.0,0.0137,0.00081,-2.812,0.0572,0.0593,"Kusu Kusu (From ""Satyameva Jayate 2"")",Tanishk Bagchi;Zahrah S Khan;Dev Negi,pop,4,Feel Good Dance & Urban
0.711,0.295,0.694,135.041,0.534,4.51e-05,-12.377,0.0334,0.0782,Ishq Wala Love,Vishal-Shekhar;Salim Merchant;Neeti Mohan;Shekhar Ravjiani,pop,0,Mellow Acoustic & Romance
0.591,0.764,0.478,169.928,0.0383,0.0,-5.484,0.0483,0.103,STAY (with Justin Bieber),The Kid LAROI;Justin Bieber,pop,5,High Energy Rock & Metal
0.62,0.627,0.557,82.008,0.497,0.0,-6.187,0.0307,0.133,Nazm Nazm,Arko,pop,4,Feel Good Dance & Urban
0.527,0.835,0.654,125.983,0.0166,0.0,-5.298,0.0433,0.249,The Nights,Avicii,pop,5,High Energy Rock & Metal
0.465,0.551,0.415,89.459,0.619,6.03e-06,-6.58,0.0362,0.109,"Bandeya (feat. Arijit Singh) - From ""Dil Juunglee""",Shaarib Toshi;Arijit Singh,pop,0,Mellow Acoustic & Romance
0.262,0.606,0.275,189.857,0.247,0.0,-6.646,0.0484,0.125,"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,pop,5,High Energy Rock & Metal
0.532,0.603,0.431,173.955,0.756,0.0,-7.575,0.0545,0.323,Ek Ladki Ko Dekha Toh Aisa Laga - Title Track,Darshan Raval;Rochak Kohli;R. D. Burman,pop,0,Mellow Acoustic & Romance
0.738,0.599,0.575,120.052,0.434,0.0,-7.102,0.0393,0.13,Everybody Hurts,Sidhu Moose Wala,pop,4,Feel Good Dance & Urban
0.715,0.89,0.891,134.994,0.00111,0.000837,-5.438,0.051,0.0297,Tum Hi Ho Bandhu,Neeraj Shridhar;Kavita Seth,pop,4,Feel Good Dance & Urban
0.721,0.628,0.514,81.008,0.61,0.0,-5.546,0.0409,0.108,Raataan Lambiyan,Tanishk Bagchi;Jubin Nautiyal;Asees Kaur,pop,4,Feel Good Dance & Urban
0.616,0.525,0.427,79.976,0.401,0.000484,-7.065,0.0258,0.309,"Iktara (From ""Wake Up Sid"")",Amit Trivedi;Kavita Seth;Amitabh Bhattacharya,pop,0,Mellow Acoustic & Romance
0.817,0.715,0.398,100.002,0.183,0.0,-5.13,0.0484,0.214,Sakhiyan2.0,Maninder Buttar;Zahrah S Khan;Tanishk Bagchi,pop,4,Feel Good Dance & Urban
0.866,0.813,0.969,121.998,0.38,0.0,-4.063,0.0554,0.0779,There's Nothing Holdin' Me Back,Shawn Mendes,pop,4,Feel Good Dance & Urban
0.724,0.818,0.696,77.004,0.0201,0.0,-3.747,0.168,0.0358,Run BTS,BTS,pop,4,Feel Good Dance & Urban
0.518,0.723,0.363,100.118,0.157,1.2e-05,-8.075,0.137,0.107,Veera Soora,Yuvan Shankar Raja,pop,5,High Energy Rock & Metal
0.794,0.719,0.69,90.016,0.0119,0.0,-7.227,0.0761,0.276,Pink Venom,BLACKPINK,pop,4,Feel Good Dance & Urban
0.649,0.799,0.558,173.913,0.0405,0.0,-4.87,0.377,0.452,26 Blvd,Prem Dhillon,pop,3,Live & World Music
0.562,0.519,0.415,122.925,0.557,0.000268,-8.744,0.0326,0.172,"Agar Tum Saath Ho (From ""Tamasha"")",Alka Yagnik;Arijit Singh,pop,0,Mellow Acoustic & Romance
0.546,0.786,0.434,99.798,0.349,1.35e-06,-9.486,0.212,0.109,Ratchasa Maamaney,Shreya Ghoshal;Palakad Sreeram;Mahesh Vinayakram,pop,4,Feel Good Dance & Urban
0.601,0.733,0.375,94.017,0.333,1.73e-06,-5.987,0.0362,0.406,Mera Dil Bhi Kitna Pagal Hai - Recreated Version,Stebin Ben,pop,4,Feel Good Dance & Urban
0.68,0.826,0.644,118.051,0.0212,1.24e-05,-5.487,0.0309,0.543,Save Your Tears,The Weeknd,pop,4,Feel Good Dance & Urban
0.736,0.704,0.894,149.995,0.0203,0.0,-7.409,0.0615,0.0501,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X;Jack Harlow,pop,4,Feel Good Dance & Urban
0.607,0.593,0.211,107.988,0.2,0.0,-7.982,0.0378,0.0833,Junoon,Mitraz,pop,5,High Energy Rock & Metal
0.486,0.898,0.648,88.335,0.309,0.0,-3.791,0.171,0.0886,Zaalima,Arijit Singh;Harshdeep Kaur,pop,4,Feel Good Dance & Urban
0.639,0.767,0.54,154.032,0.13,0.0,-4.997,0.0928,0.205,Chauffeur,Diljit Dosanjh;Tory Lanez;Ikky,pop,5,High Energy Rock & Metal
0.52,0.731,0.662,173.93,0.342,0.00101,-5.338,0.0557,0.311,As It Was,Harry Styles,pop,5,High Energy Rock & Metal
0.779,0.331,0.182,96.012,0.411,0.00577,-10.115,0.0794,0.11,Hills,AP Dhillon,pop,0,Mellow Acoustic & Romance
0.677,0.696,0.464,90.03,0.321,0.0,-6.181,0.119,0.42,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber;Daniel Caesar;Giveon,pop,4,Feel Good Dance & Urban
0.752,0.505,0.419,91.97,0.535,2.55e-06,-7.621,0.253,0.104,I Like Me Better,Lauv,pop,4,Feel Good Dance & Urban
0.491,0.693,0.412,90.027,0.211,6.92e-06,-6.487,0.0377,0.325,Hymn for the Weekend,Coldplay,pop,5,High Energy Rock & Metal
0.561,0.965,0.304,128.04,0.00383,7.07e-06,-3.673,0.0343,0.371,I'm Good (Blue),David Guetta;Bebe Rexha,pop,5,High Energy Rock & Metal
0.728,0.859,0.535,65.043,0.0401,0.0,-5.237,0.137,0.111,Baby,Justin Bieber;Ludacris,pop,4,Feel Good Dance & Urban
0.504,0.788,0.228,170.039,0.0134,0.0,-4.113,0.215,0.363,Into Your Arms (feat. Ava Max),Witt Lowry;Ava Max,pop,5,High Energy Rock & Metal
0.693,0.643,0.477,95.055,0.138,0.0,-5.867,0.0828,0.108,2step,Ed Sheeran;Lil Baby,pop,4,Feel Good Dance & Urban
0.693,0.643,0.477,95.055,0.138,0.0,-5.867,0.0828,0.108,2step,Ed Sheeran;Lil Baby,pop,4,Feel Good Dance & Urban
0.693,0.643,0.477,95.055,0.138,0.0,-5.867,0.0828,0.108,2step,Ed Sheeran;Lil Baby,pop,4,Feel Good Dance & Urban
0.473,0.401,0.345,90.076,0.629,1.17e-05,-7.018,0.0241,0.154,"Tum Hi Aana (From ""Marjaavaan"")",Payal Dev;Jubin Nautiyal,pop,0,Mellow Acoustic & Romance
0.693,0.643,0.477,95.055,0.138,0.0,-5.867,0.0828,0.108,2step,Ed Sheeran;Lil Baby,pop,4,Feel Good Dance & Urban
0.745,0.826,0.674,90.149,0.357,0.0,-4.339,0.0866,0.302,Born to Shine,Diljit Dosanjh,pop,4,Feel Good Dance & Urban
0.726,0.787,0.888,124.99,0.009,0.0,-2.494,0.0737,0.0596,What Makes You Beautiful,One Direction,pop,4,Feel Good Dance & Urban
0.693,0.643,0.477,95.055,0.138,0.0,-5.867,0.0828,0.108,2step,Ed Sheeran;Lil Baby,pop,4,Feel Good Dance & Urban
0.428,0.467,0.193,90.831,0.68,0.0,-4.904,0.0327,0.135,"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,pop,0,Mellow Acoustic & Romance
0.693,0.643,0.477,95.055,0.138,0.0,-5.867,0.0828,0.108,2step,Ed Sheeran;Lil Baby,pop,4,Feel Good Dance & Urban
0.56,0.512,0.39,123.991,0.592,0.0,-7.185,0.0333,0.056,Pal Pal Dil Ke Paas- Title Track,Arijit Singh;Parampara Tandon,pop,0,Mellow Acoustic & Romance
0.693,0.643,0.477,95.055,0.138,0.0,-5.867,0.0828,0.108,2step,Ed Sheeran;Lil Baby,pop,4,Feel Good Dance & Urban
0.746,0.765,0.737,114.044,0.0112,0.0,-4.41,0.0993,0.0936,Dynamite,BTS,pop,4,Feel Good Dance & Urban
0.693,0.643,0.477,95.055,0.138,0.0,-5.867,0.0828,0.108,2step,Ed Sheeran;Lil Baby,pop,4,Feel Good Dance & Urban
0.223,0.359,0.193,73.059,0.845,0.0,-7.569,0.0312,0.133,Hamari Adhuri Kahani (Title Track),Jeet Gannguli;Arijit Singh,pop,0,Mellow Acoustic & Romance
0.559,0.632,0.699,90.097,0.413,0.0,-7.58,0.0608,0.118,Jug Jug Jeeve,Sachet Tandon;Parampara Tandon;Sachin-Jigar,pop,4,Feel Good Dance & Urban
0.918,0.585,0.519,131.966,0.0627,0.0,-7.781,0.0889,0.624,Typa Girl,BLACKPINK,pop,3,Live & World Music
0.594,0.935,0.602,113.99,0.243,2.36e-06,-2.018,0.0357,0.102,Merry Christmas,Ed Sheeran;Elton John,pop,4,Feel Good Dance & Urban
0.598,0.448,0.168,95.009,0.162,0.0,-6.312,0.0232,0.106,Perfect,Ed Sheeran,pop,0,Mellow Acoustic & Romance
0.598,0.448,0.168,95.009,0.162,0.0,-6.312,0.0232,0.106,Perfect,Ed Sheeran,pop,0,Mellow Acoustic & Romance
0.555,0.257,0.431,89.013,0.892,1.42e-06,-12.637,0.0299,0.124,Autumn Leaves,Ed Sheeran,pop,0,Mellow Acoustic & Romance
0.741,0.761,0.912,147.047,0.759,0.000607,-5.414,0.143,0.126,"Tum Tum (From ""Enemy - Tamil"")",Thaman S;Srivardhini;Aditi Bhavaraju;Satya Yamini;Roshini JKV;Tejaswini,pop,4,Feel Good Dance & Urban
0.594,0.935,0.602,113.99,0.243,2.36e-06,-2.018,0.0357,0.102,Merry Christmas,Ed Sheeran;Elton John,pop,4,Feel Good Dance & Urban
0.788,0.859,0.822,141.02,0.281,0.0,-2.724,0.0856,0.0424,Shivers,Ed Sheeran,pop,4,Feel Good Dance & Urban
0.401,0.272,0.0927,179.887,0.311,1.18e-06,-11.872,0.0498,0.147,"Thallipogathey Female Cover Version (From ""Acham Enbadhu Madamayada"")",A.R. Rahman;Rama Priya Yegasivanathan,pop,0,Mellow Acoustic & Romance
0.594,0.935,0.602,113.99,0.243,2.36e-06,-2.018,0.0357,0.102,Merry Christmas,Ed Sheeran;Elton John,pop,4,Feel Good Dance & Urban
0.618,0.439,0.242,139.983,0.424,0.0,-5.63,0.0269,0.127,How Would You Feel (Paean),Ed Sheeran,pop,0,Mellow Acoustic & Romance
0.594,0.935,0.602,113.99,0.243,2.36e-06,-2.018,0.0357,0.102,Merry Christmas,Ed Sheeran;Elton John,pop,4,Feel Good Dance & Urban
0.471,0.396,0.263,149.609,0.77,0.0,-6.654,0.0336,0.0729,Visiting Hours,Ed Sheeran,pop,0,Mellow Acoustic & Romance
